mesh_level,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
fine,bottom_oxide,0.0008,2e-06,8.0,20.0,0.001977548936105459,
fine,bottom_oxide,0.0008,2.5e-06,8.0,25.000000000000004,0.0024719360499180013,
fine,bottom_oxide,0.0008,3e-06,8.0,30.0,0.002966323083588001,
fine,bottom_oxide,0.000825,0.0,8.25,0.0,0.0,
fine,bottom_oxide,0.000825,5e-07,8.25,5.0,0.0005104507701917387,
fine,bottom_oxide,0.000825,1e-06,8.25,10.0,0.001020901524232159,
fine,bottom_oxide,0.000825,1.5e-06,8.25,15.0,0.0015313522459699433,
fine,bottom_oxide,0.000825,2e-06,8.25,20.0,0.002041802919253775,
fine,bottom_oxide,0.000825,2.5e-06,8.25,25.000000000000004,0.002552253527932341,
fine,bottom_oxide,0.000825,3e-06,8.25,30.0,0.0030627040558543284,
fine,bottom_oxide,0.0008500000000000001,0.0,8.5,0.0,0.0,
fine,bottom_oxide,0.0008500000000000001,5e-07,8.5,5.0,0.0005265546445817111,
fine,bottom_oxide,0.0008500000000000001,1e-06,8.5,10.0,0.001053109272887592,
fine,bottom_oxide,0.0008500000000000001,1.5e-06,8.5,15.0,0.0015796638686418174,
fine,bottom_oxide,0.0008500000000000001,2e-06,8.5,20.0,0.0021062184155685696,
fine,bottom_oxide,0.0008500000000000001,2.5e-06,8.5,25.000000000000004,0.002632772897392044,
fine,bottom_oxide,0.0008500000000000001,3e-06,8.5,30.0,0.003159327297836452,
fine,bottom_oxide,0.0008750000000000001,0.0,8.750000000000002,0.0,0.0,
fine,bottom_oxide,0.0008750000000000001,5e-07,8.750000000000002,5.0,0.0005426992085467422,
fine,bottom_oxide,0.0008750000000000001,1e-06,8.750000000000002,10.0,0.0010853984006824037,
fine,bottom_oxide,0.0008750000000000001,1.5e-06,8.750000000000002,15.0,0.001628097559996166,
fine,bottom_oxide,0.0008750000000000001,2e-06,8.750000000000002,20.0,0.0021707966700777247,
fine,bottom_oxide,0.0008750000000000001,2.5e-06,8.750000000000002,25.000000000000004,0.002713495714517534,
fine,bottom_oxide,0.0008750000000000001,3e-06,8.750000000000002,30.0,0.0032561946769070235,
fine,bottom_oxide,0.0009000000000000001,0.0,9.0,0.0,0.0,
fine,bottom_oxide,0.0009000000000000001,5e-07,9.0,5.0,0.0005588848002130534,
fine,bottom_oxide,0.0009000000000000001,1e-06,9.0,10.0,0.0011177695832264025,
fine,bottom_oxide,0.0009000000000000001,1.5e-06,9.0,15.0,0.0016766543318581192,
fine,bottom_oxide,0.0009000000000000001,2e-06,9.0,20.0,0.002235539028961509,
fine,bottom_oxide,0.0009000000000000001,2.5e-06,9.0,25.000000000000004,0.0027944236574419207,
fine,bottom_oxide,0.0009000000000000001,3e-06,9.0,30.0,0.0033533082002725344,
fine,bottom_oxide,0.0009249999999999999,0.0,9.25,0.0,0.0,
fine,bottom_oxide,0.0009249999999999999,5e-07,9.25,5.0,0.0005751133911398655,
fine,bottom_oxide,0.0009249999999999999,1e-06,9.25,10.0,0.0011502267198521452,
fine,bottom_oxide,0.0009249999999999999,1.5e-06,9.25,15.0,0.0017253399245369175,
fine,bottom_oxide,0.0009249999999999999,2e-06,9.25,20.0,0.002300452945291022,
fine,bottom_oxide,0.0009249999999999999,2.5e-06,9.25,25.000000000000004,0.002875565724860148,
fine,bottom_oxide,0.0009249999999999999,3e-06,9.25,30.0,0.0034506782097157404,
fine,bottom_oxide,0.00095,0.0,9.5,0.0,0.0,
fine,bottom_oxide,0.00095,5e-07,9.5,5.0,0.0005914980510313764,
fine,bottom_oxide,0.00095,1e-06,9.5,10.0,0.0011829939252464186,
fine,bottom_oxide,0.00095,1.5e-06,9.5,15.0,0.0017744853438859888,
fine,bottom_oxide,0.00095,2e-06,9.5,20.0,0.002365969824065542,
fine,bottom_oxide,0.00095,2.5e-06,9.5,25.000000000000004,0.0029574445761124707,
fine,bottom_oxide,0.00095,3e-06,9.5,30.0,0.0035489064001822663,
fine,bottom_oxide,0.000975,0.0,9.75,0.0,0.0,
fine,bottom_oxide,0.000975,5e-07,9.75,5.0,0.000613324751758932,
fine,bottom_oxide,0.000975,1e-06,9.75,10.0,0.0012269000693203211,
fine,bottom_oxide,0.000975,1.5e-06,9.75,15.0,0.001840976913278091,
fine,bottom_oxide,0.000975,2e-06,9.75,20.0,0.0024558070344006633,
fine,bottom_oxide,0.000975,2.5e-06,9.75,25.000000000000004,0.0030716433701980057,
fine,bottom_oxide,0.000975,3e-06,9.75,30.0,0.00368874044326691,
fine,bottom_oxide,0.001,0.0,10.0,0.0,0.0,
fine,bottom_oxide,0.001,5e-07,10.0,5.0,8.736946343386015e-06,
fine,bottom_oxide,0.001,1e-06,10.0,10.0,1.69902224424396e-05,
fine,bottom_oxide,0.001,1.5e-06,10.0,15.0,2.427557066399088e-05,
fine,bottom_oxide,0.001,2e-06,10.0,20.0,3.0107557811450887e-05,
fine,bottom_oxide,0.001,2.5e-06,10.0,25.000000000000004,3.399898537763953e-05,
fine,bottom_oxide,0.001,3e-06,10.0,30.0,3.5460297435971905e-05,
fine,channel,0.0,3e-06,0.0,30.0,0.0,1e+16
fine,channel,0.0,3.3e-06,0.0,33.0,0.0,1e+16
fine,channel,2.5e-05,3e-06,0.25,30.0,8.949448188638868e-05,9947240359365828.0
fine,channel,2.5e-05,3.3e-06,0.25,33.0,9.515008289492521e-05,9949416735596426.0
fine,channel,0.0,3.6000000000000003e-06,0.0,36.0,0.0,1e+16
fine,channel,2.5e-05,3.6000000000000003e-06,0.25,36.0,9.998187587283206e-05,9951276467513330.0
fine,channel,0.0,3.9e-06,0.0,39.0,0.0,1e+16
fine,channel,2.5e-05,3.9e-06,0.25,39.0,0.00010402014602739482,9952831039321714.0
fine,channel,0.0,4.2000000000000004e-06,0.0,42.00000000000001,0.0,1e+16
fine,channel,2.5e-05,4.2000000000000004e-06,0.25,42.00000000000001,0.0001072902090541312,9954090057459426.0
fine,channel,0.0,4.5e-06,0.0,45.0,0.0,1e+16
fine,channel,2.5e-05,4.5e-06,0.25,45.0,0.00010981256760937367,9955061306439922.0
fine,channel,0.0,4.8e-06,0.0,48.0,0.0,1e+16
fine,channel,2.5e-05,4.8e-06,0.25,48.0,0.00011160303810565995,9955750794215520.0
fine,channel,0.0,5.1e-06,0.0,51.0,0.0,1e+16
fine,channel,2.5e-05,5.1e-06,0.25,51.0,0.00011267284856952068,9956162787256054.0
fine,channel,0.0,5.4e-06,0.0,54.0,0.0,1e+16
fine,channel,2.5e-05,5.4e-06,0.25,54.0,0.00011302870813355877,9956299835495498.0
fine,channel,5e-05,3e-06,0.5,30.0,0.00017917365787468938,9894421981808108.0
fine,channel,5e-05,3.3e-06,0.5,33.0,0.00019049768531146128,9898757010083292.0
fine,channel,5e-05,3.6000000000000003e-06,0.5,36.0,0.0002001728781357148,9902462335825980.0
fine,channel,5e-05,3.9e-06,0.5,39.0,0.00020825957820811173,9905560373769548.0
fine,channel,5e-05,4.2000000000000004e-06,0.5,42.00000000000001,0.00021480823753756238,9908069891402418.0
fine,channel,5e-05,4.5e-06,0.5,45.0,0.00021985972394774372,9910006108692534.0
fine,channel,5e-05,4.8e-06,0.5,48.0,0.0002234455689639371,9911380779400556.0
fine,channel,5e-05,5.1e-06,0.5,51.0,0.00022558815924523303,9912202254143452.0
fine,channel,5e-05,5.4e-06,0.5,54.0,0.00022630087258974425,9912475525341008.0
fine,channel,7.500000000000001e-05,3e-06,0.7500000000000001,30.0,0.00026905006519595693,9841548837803340.0
fine,channel,7.500000000000001e-05,3.3e-06,0.7500000000000001,33.0,0.00028605515342854186,9848024598393702.0
