row_uid,curve_id,dataset_id,split,kind,topology,source_path,source_row_number,source_row_sha256,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,w_um,l_um,temperature_k
holdout_t03_dual_length_12:011,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,75,03802b24aee9ee80e19c0ebf5564b68b854913db356b107c683a24433041a234,scored,False,0.0,0.05,0.01,0.05,1.8744278735512749e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:012,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,76,50c9284c7c075794044548a114b58053e82c7846fb93e78f60773bffd7cecef0,scored,False,0.0,0.1,0.01,0.1,3.1029068949510158e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:013,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,77,cd785913b2c7995f1dd38f4e24c244f7c1ba46c8b42bd698e8b4ac4f9acdd96c,scored,False,0.0,0.15,0.01,0.15,4.598149366278468e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:014,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,78,b2d010725351e136052b8bcc2f70cd54c788ff4ff80fcb236ea41a39fe345863,scored,False,0.0,0.2,0.01,0.2,6.265774215159038e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:015,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,79,116d7a5be96133459b4c1e774aff315d1348cb4dc031bc416977d3dfbea59ad6,scored,False,0.0,0.25,0.01,0.25,8.030591866153184e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:016,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,80,48531b699c43e7a9962bd6a0207fb63712ddc57fa780bfb1f104bd8260f1576b,scored,False,0.0,0.3,0.01,0.3,9.840342436504922e-06,60.0,12.0,300.0
holdout_t03_dual_length_12:017,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,81,d77647c345ceb2ac2d77c0f52b6a75c30e25a8ae55cbb53ceacc5aa91dafeb42,scored,False,0.0,0.35,0.01,0.35,1.1660418323976326e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:018,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,82,48a859ac29c0ab4709f01556b8c1de414abeb4b59f06bf7c32c9114f2f3caee9,scored,False,0.0,0.4,0.01,0.4,1.346828239310047e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:019,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,83,5460bd95c24f6504d1036b00756dc2cc5ea7595a03537ab153220a060fbff7d8,scored,False,0.0,0.45,0.01,0.45,1.5249391780405245e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:020,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,84,51df054a2cf096db867de50e570d0aa58aed47bafc8f1be9192badea3bcd727d,scored,False,0.0,0.5,0.01,0.5,1.699448748516324e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:021,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,85,382e8c210c8fe767ecdaeba242ac82194315985436c8c02e1122d32f715ffc2f,scored,False,0.0,0.55,0.01,0.55,1.8697831017357586e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:022,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,86,7ea32f0c03baa8a59cb440a05f128a62f277c0601ffe0188542fc8773485aa21,scored,False,0.0,0.6,0.01,0.6,2.0356053537412543e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:023,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,87,cee2eff1ebfe2c46a15ba60b78981113907ce9c5bd25377d5260d93955bfd1a1,scored,False,0.0,0.65,0.01,0.65,2.1967395560481852e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:024,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,88,29a00c5c9d2d74f58a756671152b2ed96fd8fb59a29e1f453ab0463ceee6b832,scored,False,0.0,0.7,0.01,0.7,2.3531197208522345e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:025,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,89,700aa80de5be79b63075f849ea75d517d504de8b5b446371c12de29e1dc84b4f,scored,False,0.0,0.75,0.01,0.75,2.5047551390058415e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:026,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,90,6cf8716b9bb7894af978ff70894f249082a8171553642e2438013c7d02a52810,scored,False,0.0,0.8,0.01,0.8,2.6517064646284006e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:027,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,91,db9f6c96ae5537b6b0b6c086b3e2af8d83a345923e53216f62a48dbacefad0a2,scored,False,0.0,0.85,0.01,0.85,2.7940690314135278e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:028,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,92,445aeb7b1a3482a7db8e9f45219fa3498c6357cab4e55bd125eeb63476a6771b,scored,False,0.0,0.9,0.01,0.9,2.9319611021444113e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:029,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,93,c549f1174e8b56a35a85e4038bc7c4a4da403640ba9c38f06a6efc8207eaff9f,scored,False,0.0,0.95,0.01,0.95,3.0655155317665566e-05,60.0,12.0,300.0
holdout_t03_dual_length_12:030,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,94,f25e5de213636ce5665ea43565b9afbce1805f2396ca91bd389092348c8e7be1,scored,False,0.0,1.0,0.01,1.0,3.194873822982398e-05,60.0,12.0,300.0
holdout_t03_dual_idvd_vtg_0p5:000,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,9,ec2f9a391d7f301e440bb30ea2d6b2536e7834287125a061d8f1e33b51bcfb16,zero_vds_invariant,False,0.0,0.5,0.0,0.0,5.155559092319382e-21,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:001,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,10,97f355073a4d59cb1a8a97dd222b5d31cbe523dc528f7828ecba635fa8803386,scored,False,0.0,0.5,0.001,0.001,1.99945182847e-06,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:002,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,11,8dee8b7f4519f658e75fe50c433bd0ac72b1441a7c76a05c09a441b645576ae3,scored,False,0.0,0.5,0.005,0.005,9.922457253554767e-06,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:003,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,12,c8b2dadec69e47436462972ed7ebdbc3541fcf2e40b3acce441422e26b353182,repeated_low_vds_audit,False,0.0,0.5,0.01,0.01,1.9657256978320115e-05,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:004,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,13,71c2fba154c8f8deb42ed1a490ee36ef02e422aa1bd87d951e7f5e327a5d8656,scored,False,0.0,0.5,0.05,0.05,9.067971695069719e-05,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:005,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,14,d8adc07df9205160776f7c3ef4fec6688394585639beea3c11600db2c21cf75e,scored,False,0.0,0.5,0.1,0.1,0.00016211488987265382,60.0,10.0,300.0
holdout_t03_dual_idvd_vtg_0p5:006,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,15,ec4d7bca39443294c831606c6af25ee905cc804318649ed54b8eb0179aa5dff9,scored,False,0.0,0.5,0.2,0.2,0.00024920906228584637,60.0,10.0,300.0
