Index          V(NORM)               V(VOV100T050R0125)        I(VDDV100T050R0125)         V(VOV100T050R0250)        I(VDDV100T050R0250)         V(VOV100T050R0500)        I(VDDV100T050R0500)         V(VOV100T075R0125)        I(VDDV100T075R0125)         V(VOV100T075R0250)        I(VDDV100T075R0250)         V(VOV100T075R0500)        I(VDDV100T075R0500)         V(VOV100T100R0125)        I(VDDV100T100R0125)         V(VOV100T100R0250)        I(VDDV100T100R0250)         V(VOV100T100R0500)        I(VDDV100T100R0500)         V(VOV200T050R0125)        I(VDDV200T050R0125)         V(VOV200T050R0250)        I(VDDV200T050R0250)         V(VOV200T050R0500)        I(VDDV200T050R0500)         V(VOV200T075R0125)        I(VDDV200T075R0125)         V(VOV200T075R0250)        I(VDDV200T075R0250)         V(VOV200T075R0500)        I(VDDV200T075R0500)         V(VOV200T100R0125)        I(VDDV200T100R0125)         V(VOV200T100R0250)        I(VDDV200T100R0250)         V(VOV200T100R0500)        I(VDDV200T100R0500)    
88       8.80000000000000004e-01    8.28439092642678163e-03   -2.44855705966682129e-08    1.52447750560847708e-02   -4.26628765727295492e-08    2.62869781507846616e-02   -6.71750361688352815e-08    9.85645299730988911e-03   -2.87802571604049349e-08    1.80227018728292936e-02   -4.93203175150332147e-08    3.06869241007033527e-02   -7.55314104201644415e-08    1.15039017805399456e-02   -3.31618610776339592e-08    2.09062695821738663e-02   -5.58780139459068319e-08    3.51357556008600538e-02   -8.32068985876541335e-08    1.47086814706777688e-02   -6.81171505137485925e-08    2.71157537162143580e-02   -1.17930274338275868e-07    4.69126933725441328e-02   -1.82706932373410783e-07    1.85333508609891277e-02   -8.42266062299799443e-08    3.41277683498087264e-02   -1.42941233641210645e-07    5.87837434414806986e-02   -2.13015225492568268e-07    2.26279148375447339e-02   -1.00729574924463464e-07    4.16743251251277327e-02   -1.67320553963678661e-07    7.14798526485106306e-02   -2.38755510795368616e-07
89       8.90000000000000013e-01    8.23197917767908884e-03   -2.45101796346622096e-08    1.51520381807416140e-02   -4.27439436128838119e-08    2.61396327612676109e-02   -6.74021600960951285e-08    9.79390269439363130e-03   -2.88129975486770964e-08    1.79128765276828673e-02   -4.94270546378015029e-08    3.05165782391769551e-02   -7.58223476434425734e-08    1.14306095109756208e-02   -3.32041321150751233e-08    2.07786306160090695e-02   -5.60144666188695591e-08    3.49433586226952919e-02   -8.35679358580155765e-08    1.45920316848899938e-02   -6.82061244494060045e-08    2.69022669379882784e-02   -1.18234683007781455e-07    4.65537145164655886e-02   -1.83611559214582329e-07    1.83831849631351588e-02   -8.43539374414359042e-08    3.38487188723668661e-02   -1.43381290237546392e-07    5.83113292173457753e-02   -2.14318428205464323e-07    2.24399829196669127e-02   -1.00904560548358365e-07    4.13186560760157931e-02   -1.67933598412268033e-07    7.08801207127664895e-02   -2.40547922358488324e-07
90       9.00000000000000022e-01    8.18020991905295605e-03   -2.45344995658157060e-08    1.50604057130615497e-02   -4.28241244465955936e-08    2.59938945296516420e-02   -6.76272074021737684e-08    9.73212401783525236e-03   -2.88453515982467716e-08    1.78043620671499321e-02   -4.95326275238625820e-08    3.03480408651495906e-02   -7.61107316735470366e-08    1.13582275441275766e-02   -3.32459016265998525e-08    2.06525152217934861e-02   -5.61494360772655203e-08    3.47529212808284360e-02   -8.39259743262829062e-08    1.44776092055472986e-02   -6.82934519370647770e-08    2.66929854663339808e-02   -1.18533457595415507e-07    4.62018296472404555e-02   -1.84500468087699801e-07    1.82359779448886331e-02   -8.44788419763782041e-08    3.35754412799214932e-02   -1.43812833026802209e-07    5.78485350991988778e-02   -2.15598688430729254e-07    2.22558846781286089e-02   -1.01076099314280484e-07    4.09707186732441442e-02   -1.68534228685293514e-07    7.02924728469762478e-02   -2.42309806394736294e-07
91       9.10000000000000031e-01    8.12907325322576382e-03   -2.45585345775369367e-08    1.49698615325213717e-02   -4.29034303484429924e-08    2.58497443385594591e-02   -6.78501945379614421e-08    9.67110499355551025e-03   -2.88773249294981213e-08    1.76971395218906216e-02   -4.96370506849205944e-08    3.01812927289865085e-02   -7.63965783602679116e-08    1.12867416536966223e-02   -3.32871769440212459e-08    2.05279017253329546e-02   -5.62829402737419994e-08    3.45644262189735360e-02   -8.42810257359485965e-08    1.43653532297421272e-02   -6.83791763763761482e-08    2.64877909509064445e-02   -1.18826745549101334e-07    4.58568515090782836e-02   -1.85374002506082635e-07    1.80916459502392067e-02   -8.46013861175074133e-08    3.33077653639122853e-02   -1.44236094057386845e-07    5.73951205058456024e-02   -2.16856448235308642e-07    2.20755070183461383e-02   -1.01244289081974941e-07    4.06302757096849154e-02   -1.69122794345696902e-07    6.97166646848292881e-02   -2.44041549523388290e-07
92       9.20000000000000040e-01    8.07855945354948694e-03   -2.45822887920920979e-08    1.48803897634910663e-02   -4.29818724668683143e-08    2.57071632064994407e-02   -6.80711380900892320e-08    9.61083385525200555e-03   -2.89089230753540524e-08    1.75911901971680211e-02   -4.97403384882138586e-08    3.00163146114121419e-02   -7.66799039238001798e-08    1.12161378611949671e-02   -3.33279652852081276e-08    2.04047687413197593e-02   -5.64149970138764990e-08    3.43778559391163877e-02   -8.46331025603728048e-08    1.42552049771137047e-02   -6.84633397879237667e-08    2.62865690350592499e-02   -1.19114689834692605e-07    4.55185977616745924e-02   -1.86232500692558209e-07    1.79501080422637301e-02   -8.47216339467830822e-08    3.30455268797557808e-02   -1.44651298145108958e-07    5.69508490040617141e-02   -2.18092150364519179e-07    2.18987409706937509e-02   -1.01409224310364291e-07    4.02970983961303056e-02   -1.69699634149485711e-07    6.91524496070915623e-02   -2.45743562023901661e-07
93       9.30000000000000049e-01    8.02865896095413152e-03   -2.46057662675721464e-08    1.47919747721815438e-02   -4.30594618241991360e-08    2.55661322924233443e-02   -6.82900547666177390e-08    9.55129904063991425e-03   -2.89401514825455064e-08    1.74864956702699935e-02   -4.98425051553913534e-08    2.98530873335455180e-02   -7.69607249306579705e-08    1.11464024315161940e-02   -3.33682737556821470e-08    2.02830951721447994e-02   -5.65456239527897334e-08    3.41931928183293182e-02   -8.49822179670121790e-08    1.41471076121786245e-02   -6.85459828629860035e-08    2.60892092065685109e-02   -1.19397429076536350e-07    4.51868909248374709e-02   -1.87076295339219290e-07    1.78112860848310336e-02   -8.48396474291855334e-08    3.27885673227139504e-02   -1.45058663091150827e-07    5.65154885276232671e-02   -2.19306237062262564e-07    2.17254815144896848e-02   -1.01570996193793676e-07    3.99709660671432113e-02   -1.70265076314227817e-07    6.85995796776179972e-02   -2.47416274552641470e-07
94       9.40000000000000058e-01    7.97936238090481142e-03   -2.46289709988501055e-08    1.47046011635812955e-02   -4.31362093167555877e-08    2.54266328999461708e-02   -6.85069613832942242e-08    9.49248918775630855e-03   -2.89710155128709487e-08    1.73830377878588481e-02   -4.99435647615575559e-08    2.96915917664123258e-02   -7.72390582703834050e-08    1.10775218685729218e-02   -3.34081093502077461e-08    2.01628602065305890e-02   -5.66748385920631105e-08    3.40104191249230095e-02   -8.53283857825388281e-08    1.40410061700217952e-02   -6.86271450113228647e-08    2.58956046540223250e-02   -1.19675097694498671e-07    4.48615583136141166e-02   -1.87905713409112923e-07    1.76751046297356149e-02   -8.49554864929462669e-08    3.25367337113656660e-02   -1.45458399896870112e-07    5.60888115557468606e-02   -2.20499149017922720e-07    2.15556274104770004e-02   -1.01729692792236751e-07    3.96516658925776949e-02   -1.70819438793407202e-07    6.80578064904869828e-02   -2.49060135090080731e-07
95       9.50000000000000067e-01    7.93066048041277463e-03   -2.46519069185288455e-08    1.46182537783849445e-02   -4.32121257150375600e-08    2.52886464812424362e-02   -6.87218748503632734e-08    9.43439313132617835e-03   -2.90015204444455458e-08    1.72807986632563838e-02   -5.00435312344760582e-08    2.95318088399499114e-02   -7.75149211330413020e-08    1.10094829110028054e-02   -3.34474789543734839e-08    2.00440433179986909e-02   -5.68026582769464212e-08    3.38295170339454887e-02   -8.56716204588592401e-08    1.39368474851884819e-02   -6.87068644070691757e-08    2.57056521287035537e-02   -1.19947826037403692e-07    4.45424319653545744e-02   -1.88721075975774987e-07    1.75414908089856873e-02   -8.50692091064038646e-08    3.22898783786199697e-02   -1.45850712974941422e-07    5.56705952549192001e-02   -2.21671324430608056e-07    2.13890810413551458e-02   -1.01885399155741070e-07    3.93389925954700376e-02   -1.71363029554449314e-07    6.75268819323340541e-02   -2.50675606115006283e-07
96       9.59999999999999964e-01    7.88254418509884425e-03   -2.46745778978792019e-08    1.45329176899176068e-02   -4.32872216639877477e-08    2.51521546406326159e-02   -6.89348121599176180e-08    9.37699989919023660e-03   -2.90316714729400479e-08    1.71797606736709026e-02   -5.01424183539239034e-08    2.93737195515217132e-02   -7.77883309874871175e-08    1.09422725279419639e-02   -3.34863893461646121e-08    1.99266242631831909e-02   -5.69291001938406761e-08    3.36504686420408816e-02   -8.60119370400394320e-08    1.38345801236241777e-02   -6.87851780328147056e-08    2.55192518117912590e-02   -1.20215740512855215e-07    4.42293485600023170e-02   -1.89522698096842612e-07    1.74103742319863461e-02   -8.51808713516369885e-08    3.20478587701750542e-02   -1.46235800356442981e-07    5.52606215878357690e-02   -2.22823198181726591e-07    2.12257482599388890e-02   -1.02038197443380789e-07    3.90327481768474246e-02   -1.71896146858540968e-07    6.70065588643609794e-02   -2.52263162000079772e-07
97       9.69999999999999973e-01    7.83500457630881969e-03   -2.46969877477683309e-08    1.44485782010576463e-02   -4.33615076833261217e-08    2.50171391378718536e-02   -6.91457903737750148e-08    9.32029870879381647e-03   -2.90614737128087810e-08    1.70799064573728572e-02   -5.02402397511878724e-08    2.92173049739568869e-02   -7.80593055603966859e-08    1.08758779148656389e-02   -3.35248471975256927e-08    1.98105830800022822e-02   -5.70541813680428539e-08    3.34732559816797379e-02   -8.63493511301408061e-08    1.37341543175191864e-02   -6.88621217219477012e-08    2.53363071867054417e-02   -1.20478963713434359e-07    4.39221493347694836e-02   -1.90310888718272829e-07    1.72816868873718298e-02   -8.52905274950190881e-08    3.18105372503010853e-02   -1.46613853893568158e-07    5.48586773929115867e-02   -2.23955201107254075e-07    2.10655382445464265e-02   -1.02188167036970829e-07    3.87327416478683156e-02   -1.72419079540647153e-07    6.64965917287597408e-02   -2.53823286621377482e-07
98       9.79999999999999982e-01    7.78803288828029249e-03   -2.47191402195776507e-08    1.43652208411615898e-02   -4.34349941679510919e-08    2.48835818911558419e-02   -6.93548266118661001e-08    9.26427896373631377e-03   -2.90909321985057384e-08    1.69812189108250640e-02   -5.03370089086949989e-08    2.90625462631318408e-02   -7.83278628160453461e-08    1.08102864894967891e-02   -3.35628590759120445e-08    1.96959000856989988e-02   -5.71779186617382675e-08    3.32978610347751669e-02   -8.66838788619673604e-08    1.36355219029193030e-02   -6.89377301993352859e-08    2.51567249164195428e-02   -1.20737614539279151e-07    4.36206799942269741e-02   -1.91085950605983674e-07    1.71553630492550478e-02   -8.53982300548312703e-08    3.15777809147996455e-02   -1.46985059457715685e-07    5.44645544375663565e-02   -2.25067759361478206e-07    2.09083633612384585e-02   -1.02335384649789255e-07    3.84387887695952779e-02   -1.72932107288369608e-07    6.59967370844349449e-02   -2.55356471173224102e-07
99       9.89999999999999991e-01    7.74162050536020795e-03   -2.47410390061111133e-08    1.42828313629932615e-02   -4.35076913884030593e-08    2.47514649798548578e-02   -6.95619380411197814e-08    9.20893025038000725e-03   -2.91200518856898353e-08    1.68836811857735955e-02   -5.04327391597700861e-08    2.89094246651090021e-02   -7.85940209368212606e-08    1.07454858877810196e-02   -3.36004314458298938e-08    1.95825558747619033e-02   -5.73003287722282472e-08    3.31242657456975939e-02   -8.70155368667240818e-08    1.35386362599741548e-02   -6.90120371204101255e-08    2.49804147255664813e-02   -1.20991808317070684e-07    4.33247906167315566e-02   -1.91848180301994909e-07    1.70313391876734874e-02   -8.55040298660678507e-08    3.13494614109778927e-02   -1.47349597132768020e-07    5.40780494482399898e-02   -2.26161293864435835e-07    2.07541390325516294e-02   -1.02479924430539612e-07    3.81507118006050305e-02   -1.73435500918506333e-07    6.55067540769556644e-02   -2.56863212178674708e-07
100      1.00000000000000000e+00    7.69575895927234258e-03   -2.47626877424925620e-08    1.42013957396604114e-02   -4.35796094913867900e-08    2.46207706469888654e-02   -6.97671418648314262e-08    9.15424233451894720e-03   -2.91488376524170421e-08    1.67872766863046870e-02   -5.05274436885122254e-08    2.87579215228491412e-02   -7.88577983044601817e-08    1.06814639599282380e-02   -3.36375706703642498e-08    1.94705313167352692e-02   -5.74214282303808708e-08    3.29524520337029711e-02   -8.73443422445827232e-08    1.34434522556981361e-02   -6.90850751087315882e-08    2.48072892871668005e-02   -1.21241656915459568e-07    4.30343355580045522e-02   -1.92597868102395576e-07    1.69095538830236272e-02   -8.56079761425577894e-08    3.11254547644589721e-02   -1.47707641403420309e-07    5.36989641198497569e-02   -2.27236219825717983e-07    2.06027836123883201e-02   -1.02621858062776370e-07    3.78683392525593493e-02   -1.73929522650360588e-07    6.50264048476338480e-02   -2.58344009685345164e-07
End of Xyce(TM) Simulation
