row_index,row_uid,curve_id,split,kind,topology,selection_role,primary_axis_v,vds_v,ngspice_current_a_per_cm,xyce_current_a_per_cm,absolute_difference_a_per_cm,log_difference_dec
14,train_t01_single_idvg_l10:014,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.2,0.01,8.0352608346768763e-08,8.0352608346769067e-08,3.0440246541951418e-22,1.7763568394002505e-15
15,train_t01_single_idvg_l10:015,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.175,0.01,1.3159365052402435e-07,1.3159365052402472e-07,3.705769144237564e-22,1.7763568394002505e-15
16,train_t01_single_idvg_l10:016,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.15,0.01,2.1219495476328767e-07,2.1219495476328748e-07,1.852884572118782e-22,0
17,train_t01_single_idvg_l10:017,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.125,0.01,3.3561023642784347e-07,3.3561023642784358e-07,1.0587911840678754e-22,0
18,train_t01_single_idvg_l10:018,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.1,0.01,5.1848040845797099e-07,5.1848040845797078e-07,2.1175823681357508e-22,0
19,train_t01_single_idvg_l10:019,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.075,0.01,7.7915282859016489e-07,7.7915282859016245e-07,2.4352197233561135e-21,1.7763568394002505e-15
20,train_t01_single_idvg_l10:020,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.05,0.01,1.1347247413721488e-06,1.1347247413721488e-06,0,0
21,train_t01_single_idvg_l10:021,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,-0.025,0.01,1.5970463906484794e-06,1.5970463906484798e-06,4.2351647362715017e-22,0
22,train_t01_single_idvg_l10:022,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.0,0.01,2.1689928627233399e-06,2.1689928627233429e-06,2.9646153153900512e-21,0
23,train_t01_single_idvg_l10:023,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.025,0.01,2.8426838863038749e-06,2.8426838863038664e-06,8.4703294725430034e-21,8.8817841970012523e-16
24,train_t01_single_idvg_l10:024,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.05,0.01,3.6006507865342869e-06,3.6006507865342937e-06,6.7762635780344027e-21,8.8817841970012523e-16
25,train_t01_single_idvg_l10:025,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.075,0.01,4.4195196251468197e-06,4.4195196251468206e-06,8.4703294725430034e-22,8.8817841970012523e-16
26,train_t01_single_idvg_l10:026,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.1,0.01,5.2746309974238375e-06,5.2746309974238163e-06,2.1175823681357508e-20,1.7763568394002505e-15
27,train_t01_single_idvg_l10:027,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.125,0.01,6.1439139398715084e-06,6.1439139398715186e-06,1.0164395367051604e-20,0
28,train_t01_single_idvg_l10:028,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.15,0.01,7.010101155087618e-06,7.0101011550876265e-06,8.4703294725430034e-21,0
29,train_t01_single_idvg_l10:029,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.175,0.01,7.8612881430861783e-06,7.8612881430861325e-06,4.5739779151732218e-20,2.6645352591003757e-15
30,train_t01_single_idvg_l10:030,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.2,0.01,8.6903684423212283e-06,8.6903684423212757e-06,4.7433845046240819e-20,1.7763568394002505e-15
31,train_t01_single_idvg_l10:031,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.225,0.01,9.4939583255123385e-06,9.4939583255123673e-06,2.8799120206646212e-20,8.8817841970012523e-16
32,train_t01_single_idvg_l10:032,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.25,0.01,1.027125753382787e-05,1.0271257533827911e-05,4.0657581468206416e-20,1.7763568394002505e-15
33,train_t01_single_idvg_l10:033,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.275,0.01,1.1023079621238846e-05,1.1023079621238914e-05,6.7762635780344027e-20,2.6645352591003757e-15
34,train_t01_single_idvg_l10:034,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.3,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
35,train_t01_single_idvg_l10:035,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.325,0.01,1.2457494508081455e-05,1.2457494508081496e-05,4.0657581468206416e-20,8.8817841970012523e-16
36,train_t01_single_idvg_l10:036,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.35,0.01,1.3144364293803414e-05,1.3144364293803414e-05,0,0
37,train_t01_single_idvg_l10:037,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.375,0.01,1.3813823262374479e-05,1.3813823262374508e-05,2.8799120206646212e-20,8.8817841970012523e-16
38,train_t01_single_idvg_l10:038,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.4,0.01,1.4467775633109678e-05,1.4467775633109624e-05,5.4210108624275222e-20,1.7763568394002505e-15
39,train_t01_single_idvg_l10:039,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.425,0.01,1.5107907529900148e-05,1.5107907529900152e-05,3.3881317890172014e-21,0
40,train_t01_single_idvg_l10:040,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.45,0.01,1.5735684095559169e-05,1.5735684095559413e-05,2.439454888092385e-19,7.1054273576010019e-15
41,train_t01_single_idvg_l10:041,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.475,0.01,1.6352363736922189e-05,1.6352363736922139e-05,5.082197683525802e-20,8.8817841970012523e-16
42,train_t01_single_idvg_l10:042,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.5,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
43,train_t01_single_idvg_l10:043,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.525,0.01,1.7556567299768965e-05,1.7556567299768853e-05,1.1180834903756764e-19,2.6645352591003757e-15
44,train_t01_single_idvg_l10:044,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.55,0.01,1.8145782437269831e-05,1.8145782437269831e-05,0,0
45,train_t01_single_idvg_l10:045,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.575,0.01,1.8727328819841698e-05,1.8727328819841749e-05,5.082197683525802e-20,8.8817841970012523e-16
46,train_t01_single_idvg_l10:046,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.6,0.01,1.9301774358577782e-05,1.9301774358577786e-05,3.3881317890172014e-21,0
47,train_t01_single_idvg_l10:047,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.7,0.01,2.153741269585895e-05,2.1537412695859065e-05,1.1519648082658485e-19,2.6645352591003757e-15
48,train_t01_single_idvg_l10:048,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.8,0.01,2.3689117800742417e-05,2.3689117800742529e-05,1.1180834903756764e-19,1.7763568394002505e-15
49,train_t01_single_idvg_l10:049,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,0.9,0.01,2.577134819995365e-05,2.5771348199953653e-05,3.3881317890172014e-21,0
50,train_t01_single_idvg_l10:050,train_t01_single_idvg_l10,train,transfer,single_bottom_gate,scored,1.0,0.01,2.7794115026178732e-05,2.7794115026178312e-05,4.2012834183813297e-19,7.1054273576010019e-15
51,train_t01_single_idvd_vgs_0p0:000,train_t01_single_idvd_vgs_0p0,train,output,single_bottom_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
52,train_t01_single_idvd_vgs_0p0:001,train_t01_single_idvd_vgs_0p0,train,output,single_bottom_gate,repeated_low_vds_audit,0.01,0.01,2.1689928627233399e-06,2.1689928627233429e-06,2.9646153153900512e-21,0
53,train_t01_single_idvd_vgs_0p0:002,train_t01_single_idvd_vgs_0p0,train,output,single_bottom_gate,scored,0.05,0.05,6.5739248790896144e-06,6.5739248790896203e-06,5.9292306307801024e-21,8.8817841970012523e-16
54,train_t01_single_idvd_vgs_0p0:003,train_t01_single_idvd_vgs_0p0,train,output,single_bottom_gate,scored,0.1,0.1,7.6984344478951088e-06,7.6984344478951156e-06,6.7762635780344027e-21,0
55,train_t01_single_idvd_vgs_0p0:004,train_t01_single_idvd_vgs_0p0,train,output,single_bottom_gate,scored,0.2,0.2,7.838324011111339e-06,7.8383240111113458e-06,6.7762635780344027e-21,0
56,train_t01_single_idvd_vgs_0p5:000,train_t01_single_idvd_vgs_0p5,train,output,single_bottom_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
57,train_t01_single_idvd_vgs_0p5:001,train_t01_single_idvd_vgs_0p5,train,output,single_bottom_gate,repeated_low_vds_audit,0.01,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
58,train_t01_single_idvd_vgs_0p5:002,train_t01_single_idvd_vgs_0p5,train,output,single_bottom_gate,scored,0.05,0.05,7.9346720504707243e-05,7.9346720504707189e-05,5.4210108624275222e-20,8.8817841970012523e-16
59,train_t01_single_idvd_vgs_0p5:003,train_t01_single_idvd_vgs_0p5,train,output,single_bottom_gate,scored,0.1,0.1,0.00014432448744104487,0.00014432448744104487,0,0
60,train_t01_single_idvd_vgs_0p5:004,train_t01_single_idvd_vgs_0p5,train,output,single_bottom_gate,scored,0.2,0.2,0.00022364378982207218,0.00022364378982207221,2.7105054312137611e-20,0
61,train_t01_single_idvd_vgs_1p0:000,train_t01_single_idvd_vgs_1p0,train,output,single_bottom_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
62,train_t01_single_idvd_vgs_1p0:001,train_t01_single_idvd_vgs_1p0,train,output,single_bottom_gate,repeated_low_vds_audit,0.01,0.01,2.7794115026178732e-05,2.7794115026178312e-05,4.2012834183813297e-19,7.1054273576010019e-15
63,train_t01_single_idvd_vgs_1p0:002,train_t01_single_idvd_vgs_1p0,train,output,single_bottom_gate,scored,0.05,0.05,0.00013451334876306016,0.00013451334876306018,2.7105054312137611e-20,4.4408920985006262e-16
64,train_t01_single_idvd_vgs_1p0:003,train_t01_single_idvd_vgs_1p0,train,output,single_bottom_gate,scored,0.1,0.1,0.00025767198510247351,0.00025767198510247307,4.3368086899420177e-19,8.8817841970012523e-16
65,train_t01_single_idvd_vgs_1p0:004,train_t01_single_idvd_vgs_1p0,train,output,single_bottom_gate,scored,0.2,0.2,0.00046825230492225634,0.00046825230492225607,2.7105054312137611e-19,0
66,train_t02_dual_secondary_m0p3:000,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.5,0.01,2.0430009118148581e-13,2.0430009118148651e-13,7.0681937107802658e-28,1.7763568394002505e-15
67,train_t02_dual_secondary_m0p3:001,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.45,0.01,6.0489167544345375e-13,6.0489167544345879e-13,5.0487097934144756e-27,3.5527136788005009e-15
68,train_t02_dual_secondary_m0p3:002,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.7908505972152849e-12,1.7908505972152873e-12,2.4233807008389483e-27,0
69,train_t02_dual_secondary_m0p3:003,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.35,0.01,5.3013938924984514e-12,5.3013938924984498e-12,1.6155871338926322e-27,0
70,train_t02_dual_secondary_m0p3:004,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.56900892547644e-11,1.569008925476439e-11,9.6935228033557931e-27,0
71,train_t02_dual_secondary_m0p3:005,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.25,0.01,4.6417586731565547e-11,4.6417586731565354e-11,1.9387045606711586e-25,1.7763568394002505e-15
72,train_t02_dual_secondary_m0p3:006,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.2,0.01,1.372167025676006e-10,1.3721670256760029e-10,3.1019272970738538e-25,0
73,train_t02_dual_secondary_m0p3:007,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.15,0.01,4.0505210798521085e-10,4.0505210798521018e-10,6.7208424769933499e-25,0
74,train_t02_dual_secondary_m0p3:008,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.1,0.01,1.1925049618873194e-09,1.1925049618873182e-09,1.2407709188295415e-24,1.7763568394002505e-15
75,train_t02_dual_secondary_m0p3:009,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,-0.05,0.01,3.4935733185365097e-09,3.4935733185365197e-09,9.9261673506363321e-24,1.7763568394002505e-15
76,train_t02_dual_secondary_m0p3:010,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.0,0.01,1.014249297045484e-08,1.0142492970454861e-08,2.150669592637872e-23,8.8817841970012523e-16
77,train_t02_dual_secondary_m0p3:011,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.05,0.01,2.8965668020556033e-08,2.8965668020555967e-08,6.6174449004242214e-23,8.8817841970012523e-16
78,train_t02_dual_secondary_m0p3:012,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.1,0.01,8.035260834676875e-08,8.0352608346769067e-08,3.1763735522036263e-22,1.7763568394002505e-15
79,train_t02_dual_secondary_m0p3:013,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.15,0.01,2.1219495476328767e-07,2.1219495476328748e-07,1.852884572118782e-22,0
80,train_t02_dual_secondary_m0p3:014,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.2,0.01,5.1848040845797078e-07,5.1848040845797353e-07,2.7528570785764761e-21,1.7763568394002505e-15
81,train_t02_dual_secondary_m0p3:015,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.25,0.01,1.1347247413721503e-06,1.1347247413721522e-06,1.9058241313221758e-21,8.8817841970012523e-16
82,train_t02_dual_secondary_m0p3:016,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.3,0.01,2.1689928627233416e-06,2.1689928627233429e-06,1.2705494208814505e-21,0
83,train_t02_dual_secondary_m0p3:017,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.35,0.01,3.6006507865342852e-06,3.6006507865342801e-06,5.082197683525802e-21,0
84,train_t02_dual_secondary_m0p3:018,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.4,0.01,5.2746309974238256e-06,5.27463099742384e-06,1.4399560103323106e-20,8.8817841970012523e-16
85,train_t02_dual_secondary_m0p3:019,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.45,0.01,7.010101155087607e-06,7.0101011550875994e-06,7.6232965252887031e-21,8.8817841970012523e-16
86,train_t02_dual_secondary_m0p3:020,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.5,0.01,8.6903684423212486e-06,8.6903684423212757e-06,2.7105054312137611e-20,8.8817841970012523e-16
87,train_t02_dual_secondary_m0p3:021,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.55,0.01,1.027125753382787e-05,1.0271257533827885e-05,1.5246593050577406e-20,8.8817841970012523e-16
88,train_t02_dual_secondary_m0p3:022,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.6,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
89,train_t02_dual_secondary_m0p3:023,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.65,0.01,1.3144364293803414e-05,1.3144364293803361e-05,5.2516042729766621e-20,1.7763568394002505e-15
90,train_t02_dual_secondary_m0p3:024,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.7,0.01,1.4467775633109678e-05,1.4467775633109678e-05,0,0
91,train_t02_dual_secondary_m0p3:025,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.75,0.01,1.5735684095559169e-05,1.5735684095559413e-05,2.439454888092385e-19,7.1054273576010019e-15
92,train_t02_dual_secondary_m0p3:026,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.8,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
93,train_t02_dual_secondary_m0p3:027,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.85,0.01,1.8145782437269767e-05,1.8145782437269831e-05,6.4374503991326826e-20,8.8817841970012523e-16
94,train_t02_dual_secondary_m0p3:028,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.9,0.01,1.9301774358577731e-05,1.9301774358577786e-05,5.4210108624275222e-20,1.7763568394002505e-15
95,train_t02_dual_secondary_m0p3:029,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,0.95,0.01,2.0431253347337031e-05,2.0431253347337038e-05,6.7762635780344027e-21,8.8817841970012523e-16
96,train_t02_dual_secondary_m0p3:030,train_t02_dual_secondary_m0p3,train,transfer,symmetric_dual_gate,scored,1.0,0.01,2.153741269585895e-05,2.1537412695859065e-05,1.1519648082658485e-19,2.6645352591003757e-15
97,train_t02_dual_secondary_p0p3:000,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.5,0.01,8.0352608346768856e-08,8.0352608346769067e-08,2.1175823681357508e-22,8.8817841970012523e-16
98,train_t02_dual_secondary_p0p3:001,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.45,0.01,2.1219495476328883e-07,2.1219495476328748e-07,1.3499587596865412e-21,2.6645352591003757e-15
99,train_t02_dual_secondary_p0p3:002,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.4,0.01,5.1848040845797099e-07,5.1848040845797078e-07,2.1175823681357508e-22,0
100,train_t02_dual_secondary_p0p3:003,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.35,0.01,1.1347247413721515e-06,1.1347247413721522e-06,6.3527471044072525e-22,0
101,train_t02_dual_secondary_p0p3:004,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.3,0.01,2.1689928627233416e-06,2.1689928627233429e-06,1.2705494208814505e-21,0
102,train_t02_dual_secondary_p0p3:005,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.25,0.01,3.6006507865342869e-06,3.6006507865342801e-06,6.7762635780344027e-21,8.8817841970012523e-16
103,train_t02_dual_secondary_p0p3:006,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.2,0.01,5.2746309974238307e-06,5.2746309974238341e-06,3.3881317890172014e-21,0
104,train_t02_dual_secondary_p0p3:007,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.15,0.01,7.010101155087618e-06,7.0101011550876265e-06,8.4703294725430034e-21,0
105,train_t02_dual_secondary_p0p3:008,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.1,0.01,8.6903684423212486e-06,8.6903684423212757e-06,2.7105054312137611e-20,8.8817841970012523e-16
106,train_t02_dual_secondary_p0p3:009,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.0271257533827899e-05,1.0271257533827911e-05,1.1858461261560205e-20,0
107,train_t02_dual_secondary_p0p3:010,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.0,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
108,train_t02_dual_secondary_p0p3:011,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.05,0.01,1.3144364293803414e-05,1.3144364293803414e-05,0,0
109,train_t02_dual_secondary_p0p3:012,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.1,0.01,1.4467775633109678e-05,1.4467775633109624e-05,5.4210108624275222e-20,1.7763568394002505e-15
110,train_t02_dual_secondary_p0p3:013,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.15,0.01,1.5735684095559169e-05,1.5735684095559227e-05,5.7598240413292423e-20,1.7763568394002505e-15
111,train_t02_dual_secondary_p0p3:014,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.2,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
112,train_t02_dual_secondary_p0p3:015,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.25,0.01,1.8145782437269831e-05,1.8145782437269831e-05,0,0
113,train_t02_dual_secondary_p0p3:016,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.3,0.01,1.9301774358577782e-05,1.9301774358577786e-05,3.3881317890172014e-21,0
114,train_t02_dual_secondary_p0p3:017,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.35,0.01,2.0431253347337031e-05,2.0431253347337038e-05,6.7762635780344027e-21,8.8817841970012523e-16
115,train_t02_dual_secondary_p0p3:018,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.4,0.01,2.153741269585895e-05,2.1537412695859065e-05,1.1519648082658485e-19,2.6645352591003757e-15
116,train_t02_dual_secondary_p0p3:019,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.45,0.01,2.2622715442843764e-05,2.2622715442843821e-05,5.7598240413292423e-20,8.8817841970012523e-16
117,train_t02_dual_secondary_p0p3:020,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.5,0.01,2.3689117800742417e-05,2.3689117800742529e-05,1.1180834903756764e-19,1.7763568394002505e-15
118,train_t02_dual_secondary_p0p3:021,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.55,0.01,2.4738216837247701e-05,2.4738216837247494e-05,2.0667603913004928e-19,3.5527136788005009e-15
119,train_t02_dual_secondary_p0p3:022,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.6,0.01,2.577134819995365e-05,2.5771348199954087e-05,4.3706900078321897e-19,7.9936057773011271e-15
120,train_t02_dual_secondary_p0p3:023,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.65,0.01,2.6789651518984617e-05,2.678965151898462e-05,3.3881317890172014e-21,0
121,train_t02_dual_secondary_p0p3:024,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.7,0.01,2.7794115026178732e-05,2.7794115026178312e-05,4.2012834183813297e-19,7.1054273576010019e-15
122,train_t02_dual_secondary_p0p3:025,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.75,0.01,2.8785606764351599e-05,2.8785606764351609e-05,1.0164395367051604e-20,0
123,train_t02_dual_secondary_p0p3:026,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.8,0.01,2.9764897045989402e-05,2.9764897045989517e-05,1.1519648082658485e-19,1.7763568394002505e-15
124,train_t02_dual_secondary_p0p3:027,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.85,0.01,3.0732675098775734e-05,3.0732675098775747e-05,1.3552527156068805e-20,0
125,train_t02_dual_secondary_p0p3:028,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.9,0.01,3.1689561758862979e-05,3.1689561758862559e-05,4.2012834183813297e-19,6.2172489379008766e-15
126,train_t02_dual_secondary_p0p3:029,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.95,0.01,3.2636119404124816e-05,3.2636119404124599e-05,2.1684043449710089e-19,2.6645352591003757e-15
127,train_t02_dual_secondary_p0p3:030,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,1.0,0.01,3.3572859904234484e-05,3.3572859904234281e-05,2.0328790734103208e-19,2.6645352591003757e-15
128,train_t03_dual_length_8:000,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.1973812622178577e-10,1.1973812622178554e-10,2.3264454728053903e-25,0
129,train_t03_dual_length_8:001,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.45,0.01,3.5366018214763867e-10,3.536601821476381e-10,5.6868667113020653e-25,0
