capacitance_ratio,top_relative_permittivity,bottom_relative_permittivity,fixed_relative_permittivity_sum,top_coupling_fraction,family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-4.051792787951842e-05,4.051792787951512e-05,-2.431075672771105e-07,2.431075672770907e-07,-3.300040362502754e-18,8.144642471144004e-14,0.07786232102277357,1.6728830105597104e+17,0.030139147998852422,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-1.4572021973012717e-11,1.457202198006976e-11,-8.743213183807631e-14,8.743213188041856e-14,7.057042928382139e-21,4.84287145465063e-10,-0.30599242963426404,60760191344.74229,0.0482967740008462,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-4.5185716302085406e-11,4.518571630208249e-11,-2.7111429781251244e-13,2.7111429781249497e-13,-2.9145191895423084e-24,6.450089603664859e-14,-0.2742818634125292,207172228513.601,0.040023184001256595,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-1.410961975626709e-10,1.4109619756263836e-10,-8.465771853760255e-13,8.465771853758302e-13,-3.254438722513318e-23,2.3065389278600436e-13,-0.24257181638634107,706373592548.1832,0.04450700999950641,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-4.439261690248517e-10,4.439261690318653e-10,-2.66355701414911e-12,2.663557014191192e-12,7.013612715048837e-21,1.5799052194522454e-11,-0.21086341773546236,2408286832326.6733,0.038970224999502534,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-1.4079423889065614e-09,1.4079423888997295e-09,-8.44765433343937e-12,8.447654333398377e-12,-6.831891474228594e-21,4.852394194576661e-12,-0.17916029539456826,8208997161079.734,0.04060799799844972,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-4.501624232394478e-09,4.501624232373139e-09,-2.700974539436687e-11,2.7009745394238836e-11,-2.1338778262030455e-20,4.7402397802270705e-12,-0.14747419697565742,27962629288836.992,0.040183121998779825,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-1.4494077936598312e-08,1.449407793659358e-08,-8.696446761958987e-11,8.696446761956147e-11,-4.733127465028424e-21,3.265559551792548e-13,-0.11584335450154537,95042053337459.42,0.039849484999649576,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-4.677800300629508e-08,4.677800300628605e-08,-2.8066801803777047e-10,2.8066801803771634e-10,-9.026194844178638e-21,1.929581056071152e-13,-0.08439156770103592,320762123771157.3,0.04191066800012777,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-1.4907689075937812e-07,1.490768907593739e-07,-8.944613445562687e-10,8.944613445562435e-10,-4.208694956669805e-21,2.8231706035933973e-14,-0.05350495885560657,1058719623179948.6,0.03995331499936583,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-4.5042666486316306e-07,4.504266648631644e-07,-2.7025599891789786e-09,2.7025599891789864e-09,1.3234889800848443e-21,2.9383006898290723e-15,-0.024240182389793186,3278871269534558.0,0.04682939199847169,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.1940411573613422e-06,1.194041157361345e-06,-7.164246944168053e-09,7.16424694416807e-09,2.752857078576476e-21,2.3054959718975556e-15,0.0013534267328494335,8798609741274462.0,0.04684323699984816,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.586357955382023e-06,2.5863579553820364e-06,-1.5518147732292138e-08,1.5518147732292217e-08,1.3552527156068805e-20,5.2400044347561835e-15,0.021348558782608218,1.900275659767943e+16,0.04073008699924685,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-4.5800416167255205e-06,4.5800416167255044e-06,-2.7480249700353124e-08,2.7480249700353028e-08,-1.6093625997831706e-20,3.51386021014756e-15,0.035725929413449174,3.3045826226816892e+16,0.038429876000009244,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-6.966911446114608e-06,6.966911446114637e-06,-4.180146867668765e-08,4.180146867668782e-08,2.879912020664621e-20,4.1336997648659845e-15,0.04583636796230654,4.8765794644342296e+16,0.04113382099967566,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-9.555576160541392e-06,9.555576160541378e-06,-5.733345696324835e-08,5.733345696324827e-08,-1.3552527156068805e-20,1.4182846673372083e-15,0.05305205241947499,6.438157994652638e+16,0.039031246000376996,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-1.2218237394544956e-05,1.2218237394545267e-05,-7.330942436726974e-08,7.330942436727161e-08,3.1170812458958252e-19,2.5511709629143568e-14,0.05834126499599707,7.892567882375942e+16,0.04509545100154355,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.4877194294127909e-05,1.4877194294127645e-05,-8.926316576476745e-08,8.926316576476586e-08,-2.642742795433417e-19,1.776371769559075e-14,0.06232779086891796,9.202328176674824e+16,0.04066041599980963,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.7486704650446708e-05,1.7486704650446515e-05,-1.0492022790268025e-07,1.0492022790267909e-07,-1.9312351197398048e-19,1.1044019775849935e-14,0.06541038382765527,1.0362368662225755e+17,0.04373348899935081,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-2.0020590755342724e-05,2.0020590755342897e-05,-1.2012354453205635e-07,1.2012354453205738e-07,1.7279472123987727e-19,8.630850275672486e-15,0.06784856859447731,1.1382527181311405e+17,0.041845403000479564,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-2.2464653615519385e-05,2.2464653615519473e-05,-1.3478792169311632e-07,1.3478792169311685e-07,8.809142651444724e-20,3.921334734206192e-15,0.06981553200207416,1.2278119988358462e+17,0.03879986799984181,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-2.4812085766468697e-05,2.4812085766467644e-05,-1.488725145988122e-07,1.4887251459880586e-07,-1.0537089863843496e-18,4.246756988920063e-14,0.07142987266032501,1.3065379570567278e+17,0.031319362999056466,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.70606637651616e-05,2.7060663765162096e-05,-1.6236398259096962e-07,1.6236398259097258e-07,4.946672411965114e-19,1.8279937457903237e-14,0.07277483039153354,1.3759472652401318e+17,0.03421711200098798,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.9211001073696472e-05,2.921100107369801e-05,-1.7526600644217883e-07,1.7526600644218807e-07,1.5382118322138094e-18,5.265864830626557e-14,0.0739101696415902,1.4373791237732957e+17,0.031063770000400837,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-3.126544392435493e-05,3.126544392435499e-05,-1.875926635461296e-07,1.8759266354612994e-07,6.098637220230962e-20,1.9505999131137486e-15,0.07487969659046753,1.4919833570990902e+17,0.03670060800141073,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-3.3227364883730156e-05,3.322736488373151e-05,-1.9936418930238095e-07,1.9936418930238908e-07,1.3552527156068805e-18,4.078724630584315e-14,0.07571612761561075,1.540733517248218e+17,0.03170023799975752,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-3.5100707052405915e-05,3.5100707052405766e-05,-2.106042423144355e-07,2.106042423144346e-07,-1.4907779871675686e-19,4.247145178419948e-15,0.07644431449222158,1.5844487396082963e+17,0.03405338399898028,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-3.6889688848638245e-05,3.688968884863874e-05,-2.2133813309182946e-07,2.2133813309183245e-07,4.946672411965114e-19,1.3409363337982317e-14,0.0770834268659422,1.6238169462345507e+17,0.03239848799967149,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.8598613127956174e-05,3.859861312795605e-05,-2.3159167876773705e-07,2.3159167876773631e-07,-1.2197274440461925e-19,3.1600291958748364e-15,0.077648458574455,1.6594163004333786e+17,0.034871912001108285,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-4.023174486578101e-05,4.023174486578297e-05,-2.4139046919468605e-07,2.413904691946978e-07,1.9583401740519424e-18,4.867649117842531e-14,0.07815128646003024,1.691733854635097e+17,0.029855449000024237,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-4.1793234284988936e-05,4.179323428499047e-05,-2.5075940570993364e-07,2.507594057099428e-07,1.531435568635775e-18,3.664314559128944e-14,0.07860142727544982,1.721181255051262e+17,0.03164739699968777,True
2.0,9.066666666666666,4.533333333333333,13.6,0.6666666666666666,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-4.328707027757067e-05,4.32870702775708e-05,-2.5972242166542405e-07,2.597224216654248e-07,1.2874900798265365e-19,2.9743063496113983e-15,0.07900658724929026,1.748107747821044e+17,0.03299879299993336,True
