family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.2,-0.2,-0.2,0.2,0.01,-1.5650835907476345e-06,1.5650835907476396e-06,-9.390501544485808e-09,9.390501544485837e-09,5.082197683525802e-21,3.2472372169578743e-15,-0.0015455115422605427,7855311138407271.0,0.04391252999994322,True
top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.25,-0.2,-0.2,0.25,0.01,-2.8767164462220476e-06,2.876716446222066e-06,-1.7260298677332285e-08,1.7260298677332397e-08,1.8211208365967457e-20,6.330553847211418e-15,0.012581478283503682,1.3526966913274378e+16,0.04793549599889957,True
top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.3,-0.2,-0.2,0.3,0.01,-4.560646784327158e-06,4.560646784327142e-06,-2.736388070596295e-08,2.7363880705962853e-08,-1.6093625997831706e-20,3.5288034261144895e-15,0.023031565857549365,2.021796434922856e+16,0.03529064299982565,True
top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.35,-0.2,-0.2,0.35,0.01,-6.468306955707926e-06,6.46830695570794e-06,-3.880984173424756e-08,3.8809841734247645e-08,1.4399560103323106e-20,2.2261714235154306e-15,0.030740723081551048,2.719707869726095e+16,0.040203275999374455,True
top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.4,-0.2,-0.2,0.4,0.01,-8.481222239303182e-06,8.481222239303226e-06,-5.088733343581909e-08,5.088733343581936e-08,4.404571325722362e-20,5.19332143580784e-15,0.03654104437059925,3.399819356904312e+16,0.03765294900040317,True
top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.45,-0.2,-0.2,0.45,0.01,-1.0523198113848102e-05,1.0523198113848075e-05,-6.313918868308861e-08,6.313918868308845e-08,-2.710505431213761e-20,2.575743041126296e-15,0.04101911603228309,4.0394161838169736e+16,0.04015918299955956,True
top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.5,-0.2,-0.2,0.5,0.01,-1.2548857373782494e-05,1.2548857373782699e-05,-7.529314424269497e-08,7.52931442426962e-08,2.0498197323554068e-19,1.6334712167802048e-14,0.044563470352923004,4.6300689521857976e+16,0.037814627001353074,True
top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.55,-0.2,-0.2,0.55,0.01,-1.4532065201381406e-05,1.4532065201381716e-05,-8.719239120828844e-08,8.719239120829029e-08,3.1001405869507392e-19,2.133310402884771e-14,0.04743109545772773,5.170686016581451e+16,0.03968258800159674,True
top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.6,-0.2,-0.2,0.6,0.01,-1.6458260020672935e-05,1.645826002067296e-05,-9.874956012403761e-08,9.874956012403776e-08,2.371692252312041e-20,1.4410346229388745e-15,0.04979534322925103,5.663609630907907e+16,0.0424409299994295,True
top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.65,-0.2,-0.2,0.65,0.01,-1.8319835233393555e-05,1.8319835233393626e-05,-1.0991901140036133e-07,1.0991901140036176e-07,7.115076756936123e-20,3.883810452599853e-15,0.051776173069844285,6.1125962519301064e+16,0.038672868999128696,True
