point_uid,case_id,curve_kind,curve_id,vtg_v,vbg_v,external_vds_v,r_pair_w_kohm_um,r_pair_ohm,circuit_coupled,circuit_closure_applicable,external_source_v,internal_source_v,internal_drain_v,external_drain_v,internal_device_vds_v,source_current_terminal_a,drain_current_terminal_a,external_source_current_terminal_a,external_drain_current_terminal_a,source_resistor_current_external_to_internal_a,drain_resistor_current_external_to_internal_a,source_kcl_residual_a,drain_kcl_residual_a,source_kcl_relative_residual,drain_kcl_relative_residual,source_drop_v,drain_drop_v,total_resistor_drop_v,circuit_ohms_law_residual_v,circuit_ohms_law_relative_residual,voltage_partition_residual_v,total_resistor_power_w
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:005,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.1,4.5,75.0,True,True,0.0,1.8162878632117905e-05,0.09998183712136789,0.1,0.09996367424273578,-4.843434301898107e-07,4.843434301898113e-07,-4.843434301898108e-07,4.843434301896969e-07,-4.843434301898108e-07,4.843434301896969e-07,1.0587911840678754e-22,1.1434944787933055e-19,2.1860339545700918e-16,2.360916670935697e-13,1.8162878632117905e-05,1.8162878632113633e-05,3.6325757264231534e-05,4.269046054161674e-18,1.1752118539770199e-13,0.0,1.7594141877598273e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:006,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.2,4.5,75.0,True,True,0.0,2.2749011200188836e-05,0.19997725098879982,0.2,0.19995450197759962,-6.066402986717017e-07,6.06640298671702e-07,-6.066402986717023e-07,6.066402986718936e-07,-6.066402986717023e-07,6.066402986718936e-07,6.352747104407253e-22,-1.9164120431628545e-19,1.0472016313979152e-15,3.159058254716048e-13,2.2749011200188836e-05,2.2749011200196012e-05,4.549802240038485e-05,-7.176063129138432e-18,1.5772252837689493e-13,0.0,2.760093389794562e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:000,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.0,4.5,75.0,True,False,0.0,-6.800428848620485e-22,6.800428962633092e-22,0.0,1.3600857811253577e-21,3.8641880341149375e-22,-3.0602516537296727e-23,1.8134476929654626e-23,-1.8134477233688246e-23,1.8134476929654626e-23,-1.8134477233688246e-23,3.682843264818391e-22,-1.246803930360848e-23,0.0003682843264818391,1.2468039303608479e-05,-6.800428848620485e-22,-6.800428962633092e-22,-1.3600857811253577e-21,-2.7201715736519762e-21,1.9999999916172488,0.0,2.4664444426925e-44
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:001,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.001,4.5,75.0,True,True,0.0,4.4947224764187846e-07,0.0009995505277523582,0.001,0.0009991010555047163,-1.1985926603782188e-08,1.1985926603783725e-08,-1.1985926603783425e-08,1.1985926603782365e-08,-1.1985926603783425e-08,1.1985926603782365e-08,1.2374621963793294e-21,1.3598849270371775e-21,1.0324293125478655e-13,1.1345680413293105e-13,4.4947224764187846e-07,4.494722476418387e-07,8.989444952837172e-07,3.9810548520952116e-20,4.428588052968437e-14,0.0,1.0774682741345292e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:002,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.005,4.5,75.0,True,True,0.0,2.2305609902434263e-06,0.0049977694390097565,0.005,0.004995538878019513,-5.948162640648974e-08,5.9481626406491326e-08,-5.9481626406491366e-08,5.9481626406496236e-08,-5.9481626406491366e-08,5.9481626406496236e-08,1.6278914455043585e-21,-4.910144116114772e-21,2.7367971319067746e-14,8.254892162092116e-14,2.2305609902434263e-06,2.230560990243609e-06,4.461121980487035e-06,-1.8295911660692887e-19,4.1011906288863046e-14,0.0,2.6535479099712754e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:003,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.01,4.5,75.0,True,True,0.0,4.418974252919458e-06,0.009995581025747081,0.01,0.009991162051494163,-1.178393134111854e-07,1.1783931341118551e-07,-1.1783931341118555e-07,1.178393134111666e-07,-1.1783931341118555e-07,1.178393134111666e-07,1.4558378780933287e-22,1.8912657525412425e-20,1.2354432794540854e-15,1.6049531330362625e-13,4.418974252919458e-06,4.4189742529187476e-06,8.837948505838207e-06,7.115076756936123e-19,8.050597661025086e-14,0.0,1.0414577838913036e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:004,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.05,4.5,75.0,True,True,0.0,2.0386327684565698e-05,0.04997961367231544,0.05,0.049959227344630874,-5.436354049217506e-07,5.43635404921752e-07,-5.436354049217519e-07,5.436354049217125e-07,-5.436354049217519e-07,5.436354049217125e-07,1.2705494208814505e-21,3.9492911165731753e-20,2.3371351633441293e-15,7.264595132728e-14,2.0386327684565698e-05,2.038632768456422e-05,4.077265536912992e-05,1.4772254600114998e-18,3.623078866553163e-14,0.0,2.216545901133118e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:005,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.1,4.5,75.0,True,True,0.0,3.6449370305409305e-05,0.0999635506296946,0.1,0.0999271012593892,-9.719832081442457e-07,9.719832081442487e-07,-9.71983208144248e-07,9.719832081441411e-07,-9.71983208144248e-07,9.719832081441411e-07,2.329340604949326e-21,1.0757318430129614e-19,2.3964823521968066e-15,1.1067391226508882e-13,3.6449370305409305e-05,3.644937030540529e-05,7.28987406108146e-05,4.0115480381963664e-18,5.502904446062885e-14,0.0,7.085635176857106e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:006,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.2,4.5,75.0,True,True,0.0,5.604018840896827e-05,0.19994395981159105,0.2,0.1998879196231821,-1.4944050242391539e-06,1.4944050242391543e-06,-1.4944050242391539e-06,1.4944050242389946e-06,-1.4944050242391539e-06,1.4944050242389946e-06,0.0,1.5966571055743561e-19,0.0,1.0684232719220556e-13,5.604018840896827e-05,5.60401884089623e-05,0.00011208037681793056,5.9631119486702744e-18,5.320388919067498e-14,0.0,1.674934782353241e-10
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:000,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.0,4.5,75.0,True,False,0.0,-2.4402122918217884e-20,2.4402122900495783e-20,0.0,4.8804245818713667e-20,-3.5995176208192233e-22,-5.856659989205383e-22,6.507232778191436e-22,-6.507232773465542e-22,6.507232778191436e-22,-6.507232773465542e-22,-1.010675039901066e-21,6.505727842601591e-23,0.001010675039901066,6.505727842601591e-05,-2.4402122918217884e-20,-2.4402122900495783e-20,-4.8804245818713667e-20,-9.760849161970523e-20,1.9999999996368736,0.0,3.1758058799112407e-41
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:001,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.001,4.5,75.0,True,True,0.0,8.133499153508112e-07,0.0009991866500846493,0.001,0.0009983733001692986,-2.1689331076024495e-08,2.1689331076021537e-08,-2.1689331076021633e-08,2.1689331076019115e-08,-2.1689331076021633e-08,2.1689331076019115e-08,-2.8620449194334758e-21,2.421984833555265e-21,1.3195634800361344e-13,1.1166710605625227e-13,8.133499153508112e-07,8.133499153507168e-07,1.626699830701528e-06,9.423241538204091e-20,5.792858252244509e-14,0.0,3.528203118939173e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:002,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.005,4.5,75.0,True,True,0.0,4.0534277538301e-06,0.00499594657224617,0.005,0.00499189314449234,-1.0809140676880807e-07,1.080914067688026e-07,-1.0809140676880267e-07,1.080914067688038e-07,-1.0809140676880267e-07,1.080914067688038e-07,-5.399835038746165e-21,-1.2043749718772083e-21,4.9956191709999977e-14,1.1142189817672003e-14,4.0534277538301e-06,4.0534277538301425e-06,8.106855507660243e-06,-4.2351647362715017e-20,5.224176910849877e-15,0.0,8.762814162944162e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:003,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.01,4.5,75.0,True,True,0.0,8.07282947030727e-06,0.009991927170529692,0.01,0.009983854341059384,-2.1527545254152365e-07,2.1527545254152696e-07,-2.1527545254152717e-07,2.1527545254154678e-07,-2.1527545254152717e-07,2.1527545254154678e-07,3.520480687025686e-21,-1.9825864921670967e-20,1.6353377245120766e-14,9.20953350119875e-14,8.07282947030727e-06,8.072829470308004e-06,1.6145658940615274e-05,-7.352245982167327e-19,4.553698309377775e-14,0.0,3.4757640350222653e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:004,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.05,4.5,75.0,True,True,0.0,3.887579739855398e-05,0.04996112420260145,0.05,0.0499222484052029,-1.0366879306281133e-06,1.0366879306281067e-06,-1.0366879306281063e-06,1.0366879306280182e-06,-1.0366879306281063e-06,1.0366879306280182e-06,-6.988021814847978e-21,8.851494298807439e-20,6.740718791443865e-15,8.538243802495618e-14,3.887579739855398e-05,3.887579739855068e-05,7.775159479710467e-05,3.3068166260807885e-18,4.253053117058286e-14,0.0,8.060413991324205e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:005,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.1,4.5,75.0,True,True,0.0,7.355796651505396e-05,0.09992644203348496,0.1,0.0998528840669699,-1.961545773734775e-06,1.9615457737347745e-06,-1.9615457737347724e-06,1.961545773734678e-06,-1.9615457737347724e-06,1.961545773734678e-06,-2.541098841762901e-21,9.656175598699024e-20,1.2954573254360818e-15,4.922737836657112e-14,7.355796651505396e-05,7.355796651505042e-05,0.00014711593303010437,3.5236570605778894e-18,2.39515665502855e-14,0.0,2.8857463668424213e-10
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_1:006,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_1,1.0,0.0,0.2,4.5,75.0,True,True,0.0,0.00012919350597605155,0.19987080649402397,0.2,0.19974161298804793,-3.445160159361374e-06,3.4451601593613778e-06,-3.445160159361375e-06,3.445160159361027e-06,-3.445160159361375e-06,3.445160159361027e-06,8.470329472543003e-22,3.5067164016328034e-19,2.458617039770116e-16,1.017867454464827e-13,0.00012919350597605155,0.00012919350597603851,0.00025838701195209004,1.3010426069826053e-17,5.0352476974494515e-14,0.0,8.901846392737272e-10
