row_index,row_uid,curve_id,dataset_id,split,kind,topology,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,model_current_a_per_cm,w_um,l_um,temperature_k,route,source_current_a,current_a_per_cm,finite_current
10,train_t01_single_idvg_l10:010,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.3,0.0,0.01,-0.3,2.617005383010425e-11,3.2860868728818595e-11,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
11,train_t01_single_idvg_l10:011,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.275,0.0,0.01,-0.275,6.876607652832139e-11,8.613937590028015e-11,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
12,train_t01_single_idvg_l10:012,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.25,0.0,0.01,-0.25,1.8066684629015165e-10,2.2560660387861576e-10,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
13,train_t01_single_idvg_l10:013,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.225,0.0,0.01,-0.225,4.745378162136911e-10,5.900027928851618e-10,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
14,train_t01_single_idvg_l10:014,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.2,0.0,0.01,-0.2,1.2457960457274115e-09,1.5389783552342693e-09,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
15,train_t01_single_idvg_l10:015,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.175,0.0,0.01,-0.175,3.267070457543217e-09,3.996401359596686e-09,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
16,train_t01_single_idvg_l10:016,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.15,0.0,0.01,-0.15,8.546642137537902e-09,1.0298477608815226e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
17,train_t01_single_idvg_l10:017,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.125,0.0,0.01,-0.125,2.222527864249598e-08,2.6195295817592592e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
18,train_t01_single_idvg_l10:018,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.1,0.0,0.01,-0.1,5.697155066181209e-08,6.520299487675431e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
19,train_t01_single_idvg_l10:019,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.075,0.0,0.01,-0.075,1.412789611105068e-07,1.567309003493708e-07,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
20,train_t01_single_idvg_l10:020,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.05,0.0,0.01,-0.05,3.274565428440231e-07,3.571205247784301e-07,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
21,train_t01_single_idvg_l10:021,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,-0.025,0.0,0.01,-0.025,6.796881577291168e-07,7.541181738920138e-07,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
22,train_t01_single_idvg_l10:022,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.0,0.0,0.01,0.0,1.2325117540658298e-06,1.4441717838661932e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
23,train_t01_single_idvg_l10:023,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.025,0.0,0.01,0.025,1.9684998969818886e-06,2.475358582784314e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
24,train_t01_single_idvg_l10:024,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.05,0.0,0.01,0.05,2.8429456554713332e-06,3.8005620697684004e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
25,train_t01_single_idvg_l10:025,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.075,0.0,0.01,0.075,3.8123876142556255e-06,5.298478058243962e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
26,train_t01_single_idvg_l10:026,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.1,0.0,0.01,0.1,4.844135552338161e-06,6.842230639348292e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
27,train_t01_single_idvg_l10:027,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.125,0.0,0.01,0.125,5.915463943365446e-06,8.347466754912412e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
28,train_t01_single_idvg_l10:028,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.15,0.0,0.01,0.15,7.010740648763861e-06,9.777153263366206e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
29,train_t01_single_idvg_l10:029,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.175,0.0,0.01,0.175,8.119053455514625e-06,1.1124985953421532e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
30,train_t01_single_idvg_l10:030,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.2,0.0,0.01,0.2,9.232616560278914e-06,1.2398748931457746e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
31,train_t01_single_idvg_l10:031,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.225,0.0,0.01,0.225,1.0345754808769341e-05,1.3610274568746628e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
32,train_t01_single_idvg_l10:032,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.25,0.0,0.01,0.25,1.1454257140732251e-05,1.4770904064455889e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
33,train_t01_single_idvg_l10:033,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.275,0.0,0.01,0.275,1.2554957358367043e-05,1.5890003854427555e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
34,train_t01_single_idvg_l10:034,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.3,0.0,0.01,0.3,1.3645454981973562e-05,1.6974831042879512e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
35,train_t01_single_idvg_l10:035,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.325,0.0,0.01,0.325,1.4723923899111031e-05,1.8030865136213074e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
36,train_t01_single_idvg_l10:036,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.35,0.0,0.01,0.35,1.5788977373151794e-05,1.9062224464664583e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
37,train_t01_single_idvg_l10:037,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.375,0.0,0.01,0.375,1.6839570226567458e-05,2.007203093893054e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
38,train_t01_single_idvg_l10:038,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.4,0.0,0.01,0.4,1.7874926238777034e-05,2.1062691264299222e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
39,train_t01_single_idvg_l10:039,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.425,0.0,0.01,0.425,1.8894483118975373e-05,2.2036100988787022e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
40,train_t01_single_idvg_l10:040,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.45,0.0,0.01,0.45,1.989785004737032e-05,2.2993788052413644e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
41,train_t01_single_idvg_l10:041,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.475,0.0,0.01,0.475,2.0884774417710973e-05,2.3937012341630482e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
42,train_t01_single_idvg_l10:042,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.5,0.0,0.01,0.5,2.185511545854263e-05,2.4866834502099505e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
43,train_t01_single_idvg_l10:043,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.525,0.0,0.01,0.525,2.2808823092092458e-05,2.5784163730993308e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
44,train_t01_single_idvg_l10:044,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.55,0.0,0.01,0.55,2.3745920844987868e-05,2.6689791344936548e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
45,train_t01_single_idvg_l10:045,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.575,0.0,0.01,0.575,2.4666491936367426e-05,2.7584414745751193e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
46,train_t01_single_idvg_l10:046,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.6,0.0,0.01,0.6,2.557066788670198e-05,2.846865487873989e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
47,train_t01_single_idvg_l10:047,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.7,0.0,0.01,0.7,2.902725974192924e-05,3.1912174563491465e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
48,train_t01_single_idvg_l10:048,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.8,0.0,0.01,0.8,3.223944525686692e-05,3.5226101220664233e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
49,train_t01_single_idvg_l10:049,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,0.9,0.0,0.01,0.9,3.522508862349955e-05,3.8430870593874e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
50,train_t01_single_idvg_l10:050,train_t01_single_idvg_l10,T01_D_C_IDVG,train,transfer,single_bottom_gate,scored,True,1.0,0.0,0.01,1.0,3.8002708377239875e-05,4.1541764820800267e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
51,train_t01_single_idvd_vgs_0p0:000,train_t01_single_idvd_vgs_0p0,T01_D_B_IDVD,train,output,single_bottom_gate,zero_vds_invariant,False,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,300.0,ngspice,0,0,True
52,train_t01_single_idvd_vgs_0p0:001,train_t01_single_idvd_vgs_0p0,T01_D_B_IDVD,train,output,single_bottom_gate,repeated_low_vds_audit,False,0.0,0.0,0.01,0.01,1.2325117540658337e-06,1.4441717838661932e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
53,train_t01_single_idvd_vgs_0p0:002,train_t01_single_idvd_vgs_0p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.0,0.0,0.05,0.05,4.039328969169728e-06,4.1452841289773015e-06,60.0,10.0,300.0,ngspice,-3.0625586758719949e-34,5.1042644597866582e-32,True
54,train_t01_single_idvd_vgs_0p0:003,train_t01_single_idvd_vgs_0p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.0,0.0,0.1,0.1,4.990186125465876e-06,4.754883900953434e-06,60.0,10.0,300.0,ngspice,-6.1251173517439897e-34,1.0208528919573316e-31,True
55,train_t01_single_idvd_vgs_0p0:004,train_t01_single_idvd_vgs_0p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.0,0.0,0.2,0.2,5.190756321362378e-06,4.825608302543401e-06,60.0,10.0,300.0,ngspice,-1.2250234703487979e-33,2.0417057839146633e-31,True
56,train_t01_single_idvd_vgs_0p5:000,train_t01_single_idvd_vgs_0p5,T01_D_B_IDVD,train,output,single_bottom_gate,zero_vds_invariant,False,0.5,0.0,0.0,0.0,1.486014091315591e-20,0.0,60.0,10.0,300.0,ngspice,0,0,True
57,train_t01_single_idvd_vgs_0p5:001,train_t01_single_idvd_vgs_0p5,T01_D_B_IDVD,train,output,single_bottom_gate,repeated_low_vds_audit,False,0.5,0.0,0.01,0.01,2.1855115458542673e-05,2.4866834502099505e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
58,train_t01_single_idvd_vgs_0p5:002,train_t01_single_idvd_vgs_0p5,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.5,0.0,0.05,0.05,0.0001052667090477718,0.00011968599431835312,60.0,10.0,300.0,ngspice,-3.0625586758719949e-34,5.1042644597866582e-32,True
59,train_t01_single_idvd_vgs_0p5:003,train_t01_single_idvd_vgs_0p5,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.5,0.0,0.1,0.1,0.000200014905089826,0.00022748672321089815,60.0,10.0,300.0,ngspice,-6.1251173517439897e-34,1.0208528919573316e-31,True
60,train_t01_single_idvd_vgs_0p5:004,train_t01_single_idvd_vgs_0p5,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,0.5,0.0,0.2,0.2,0.0003561717502476149,0.0004052016283926556,60.0,10.0,300.0,ngspice,-1.2250234703487979e-33,2.0417057839146633e-31,True
61,train_t01_single_idvd_vgs_1p0:000,train_t01_single_idvd_vgs_1p0,T01_D_B_IDVD,train,output,single_bottom_gate,zero_vds_invariant,False,1.0,0.0,0.0,0.0,3.379165716833452e-19,0.0,60.0,10.0,300.0,ngspice,0,0,True
62,train_t01_single_idvd_vgs_1p0:001,train_t01_single_idvd_vgs_1p0,T01_D_B_IDVD,train,output,single_bottom_gate,repeated_low_vds_audit,False,1.0,0.0,0.01,0.01,3.800270837723992e-05,4.1541764820800267e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
63,train_t01_single_idvd_vgs_1p0:002,train_t01_single_idvd_vgs_1p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,1.0,0.0,0.05,0.05,0.00018645946223379113,0.00020386865943263725,60.0,10.0,300.0,ngspice,-3.0625586758719949e-34,5.1042644597866582e-32,True
64,train_t01_single_idvd_vgs_1p0:003,train_t01_single_idvd_vgs_1p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,1.0,0.0,0.1,0.1,0.0003612710661579342,0.0003980360775835718,60.0,10.0,300.0,ngspice,-6.1251173517439897e-34,1.0208528919573316e-31,True
65,train_t01_single_idvd_vgs_1p0:004,train_t01_single_idvd_vgs_1p0,T01_D_B_IDVD,train,output,single_bottom_gate,scored,True,1.0,0.0,0.2,0.2,0.0006652668981208667,0.0007565363758128946,60.0,10.0,300.0,ngspice,-1.2250234703487979e-33,2.0417057839146633e-31,True
66,train_t02_dual_secondary_m0p3:000,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.5,0.01,-0.5,3.802631747464787e-13,2.0430009118148662e-13,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
67,train_t02_dual_secondary_m0p3:001,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.45,0.01,-0.45,9.531624202190283e-13,6.048916754412444e-13,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
68,train_t02_dual_secondary_m0p3:002,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.4,0.01,-0.4,2.4205511186451624e-12,1.7908505972153889e-12,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
69,train_t02_dual_secondary_m0p3:003,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.35,0.01,-0.35,6.230953865413727e-12,5.301393892498452e-12,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
70,train_t02_dual_secondary_m0p3:004,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.3,0.01,-0.3,1.6264038843614528e-11,1.569008925477495e-11,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
71,train_t02_dual_secondary_m0p3:005,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.25,0.01,-0.25,4.305034653376105e-11,4.641758673157067e-11,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
72,train_t02_dual_secondary_m0p3:006,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.2,0.01,-0.2,1.1554028788316725e-10,1.3721670256760923e-10,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
73,train_t02_dual_secondary_m0p3:007,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.15,0.01,-0.15,3.142849302647695e-10,4.050521079852108e-10,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
74,train_t02_dual_secondary_m0p3:008,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.1,0.01,-0.1,8.658782775411904e-10,1.1925049618873475e-09,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
75,train_t02_dual_secondary_m0p3:009,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,-0.05,0.01,-0.05,2.413799429556351e-09,3.4935733185365387e-09,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
76,train_t02_dual_secondary_m0p3:010,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.0,0.01,0.0,6.798036727848865e-09,1.0142492970454956e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
77,train_t02_dual_secondary_m0p3:011,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.05,0.01,0.05,1.9287772026257463e-08,2.8965668020555908e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
78,train_t02_dual_secondary_m0p3:012,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.1,0.01,0.1,5.4795936219161016e-08,8.035260834676905e-08,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
79,train_t02_dual_secondary_m0p3:013,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.15,0.01,0.15,1.5362256518591723e-07,2.1219495476328846e-07,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
80,train_t02_dual_secondary_m0p3:014,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.2,0.01,0.2,4.111591504808959e-07,5.184804084579732e-07,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
81,train_t02_dual_secondary_m0p3:015,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.25,0.01,0.25,9.913384154986575e-07,1.1347247413721515e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
82,train_t02_dual_secondary_m0p3:016,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.3,0.01,0.3,2.0345721951130514e-06,2.168992862723347e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
83,train_t02_dual_secondary_m0p3:017,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.35,0.01,0.35,3.5195696351103623e-06,3.600650786534292e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
84,train_t02_dual_secondary_m0p3:018,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.4,0.01,0.4,5.3015795563180085e-06,5.27463099742384e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
85,train_t02_dual_secondary_m0p3:019,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.45,0.01,0.45,7.235406713421363e-06,7.010101155087633e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
86,train_t02_dual_secondary_m0p3:020,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.5,0.01,0.5,9.222050396344935e-06,8.690368442321245e-06,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
87,train_t02_dual_secondary_m0p3:021,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.55,0.01,0.55,1.1202627874488718e-05,1.0271257533827917e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
88,train_t02_dual_secondary_m0p3:022,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.6,0.01,0.6,1.314394075337021e-05,1.1751126522321948e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
89,train_t02_dual_secondary_m0p3:023,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,scored,True,-0.3,0.65,0.01,0.65,1.5027986809913586e-05,1.3144364293803441e-05,60.0,10.0,300.0,ngspice,-6.1251173517439891e-35,1.0208528919573316e-32,True
