region,x_um,y_um,potential_v,mesh_level,top_gate_v,bottom_gate_v
channel,1.0,0.048,0.5534591081025019,fine,1.0,0.0
channel,1.0,0.051000000000000004,0.5801886681450653,fine,1.0,0.0
channel,1.0,0.054,0.6069182283002349,fine,1.0,0.0
channel,1.25,0.03,0.393081760858811,fine,1.0,0.0
channel,1.25,0.033,0.4198113206016542,fine,1.0,0.0
channel,1.25,0.036,0.44654088034605344,fine,1.0,0.0
channel,1.25,0.039,0.47327044009204955,fine,1.0,0.0
channel,1.25,0.041999999999999996,0.499999999839667,fine,1.0,0.0
channel,1.25,0.045,0.5267295595889139,fine,1.0,0.0
channel,1.25,0.048,0.5534591193397815,fine,1.0,0.0
channel,1.25,0.051000000000000004,0.5801886790922451,fine,1.0,0.0
channel,1.25,0.054,0.6069182388462634,fine,1.0,0.0
channel,1.5,0.03,0.39308176100425696,fine,1.0,0.0
channel,1.5,0.033,0.41981132075260763,fine,1.0,0.0
channel,1.5,0.036,0.44654088050097973,fine,1.0,0.0
channel,1.5,0.039,0.47327044024937387,fine,1.0,0.0
channel,1.5,0.041999999999999996,0.49999999999779027,fine,1.0,0.0
channel,1.5,0.045,0.5267295597462293,fine,1.0,0.0
channel,1.5,0.048,0.5534591194946905,fine,1.0,0.0
channel,1.5,0.051000000000000004,0.5801886792431737,fine,1.0,0.0
channel,1.5,0.054,0.6069182389916784,fine,1.0,0.0
channel,1.75,0.03,0.3930817610062613,fine,1.0,0.0
channel,1.75,0.033,0.41981132075468797,fine,1.0,0.0
channel,1.75,0.036,0.4465408805031148,fine,1.0,0.0
channel,1.75,0.039,0.4732704402515421,fine,1.0,0.0
channel,1.75,0.041999999999999996,0.4999999999999695,fine,1.0,0.0
channel,1.75,0.045,0.5267295597483974,fine,1.0,0.0
channel,1.75,0.048,0.5534591194968256,fine,1.0,0.0
channel,1.75,0.051000000000000004,0.5801886792452541,fine,1.0,0.0
channel,1.75,0.054,0.6069182389936827,fine,1.0,0.0
channel,2.0,0.03,0.393081761006289,fine,1.0,0.0
channel,2.0,0.033,0.41981132075471667,fine,1.0,0.0
channel,2.0,0.036,0.4465408805031443,fine,1.0,0.0
channel,2.0,0.039,0.473270440251572,fine,1.0,0.0
channel,2.0,0.041999999999999996,0.4999999999999996,fine,1.0,0.0
channel,2.0,0.045,0.5267295597484273,fine,1.0,0.0
channel,2.0,0.048,0.553459119496855,fine,1.0,0.0
channel,2.0,0.051000000000000004,0.5801886792452827,fine,1.0,0.0
channel,2.0,0.054,0.6069182389937103,fine,1.0,0.0
channel,2.25,0.03,0.39308176100628933,fine,1.0,0.0
channel,2.25,0.033,0.41981132075471705,fine,1.0,0.0
channel,2.25,0.036,0.44654088050314467,fine,1.0,0.0
channel,2.25,0.039,0.4732704402515724,fine,1.0,0.0
channel,2.25,0.041999999999999996,0.5,fine,1.0,0.0
channel,2.25,0.045,0.5267295597484277,fine,1.0,0.0
channel,2.25,0.048,0.5534591194968554,fine,1.0,0.0
channel,2.25,0.051000000000000004,0.5801886792452831,fine,1.0,0.0
channel,2.25,0.054,0.6069182389937108,fine,1.0,0.0
channel,2.5,0.03,0.3930817610062894,fine,1.0,0.0
channel,2.5,0.033,0.41981132075471705,fine,1.0,0.0
channel,2.5,0.036,0.4465408805031447,fine,1.0,0.0
channel,2.5,0.039,0.4732704402515724,fine,1.0,0.0
channel,2.5,0.041999999999999996,0.5,fine,1.0,0.0
channel,2.5,0.045,0.5267295597484277,fine,1.0,0.0
channel,2.5,0.048,0.5534591194968554,fine,1.0,0.0
channel,2.5,0.051000000000000004,0.5801886792452832,fine,1.0,0.0
channel,2.5,0.054,0.6069182389937108,fine,1.0,0.0
channel,2.75,0.03,0.39308176100628933,fine,1.0,0.0
channel,2.75,0.033,0.41981132075471705,fine,1.0,0.0
channel,2.75,0.036,0.44654088050314467,fine,1.0,0.0
channel,2.75,0.039,0.4732704402515724,fine,1.0,0.0
channel,2.75,0.041999999999999996,0.5,fine,1.0,0.0
channel,2.75,0.045,0.5267295597484277,fine,1.0,0.0
channel,2.75,0.048,0.5534591194968554,fine,1.0,0.0
channel,2.75,0.051000000000000004,0.5801886792452832,fine,1.0,0.0
channel,2.75,0.054,0.6069182389937108,fine,1.0,0.0
channel,3.0,0.03,0.39308176100628933,fine,1.0,0.0
