route,case_id,vdd_v,v_top_load_v,v_top_load_over_vdd,wload_over_wdriver,vin_fraction,vin_v,vout_v,supply_current_a,static_power_w,finite
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.25,0.025,0.013473089109695366,2.211278051003653e-08,2.211278051003653e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.26,0.026000000000000002,0.013350012522923553,2.2167605644570596e-08,2.2167605644570598e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.27,0.027000000000000003,0.013228721222367599,2.222170492088268e-08,2.2221704920882682e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.28,0.028000000000000004,0.013109186052252706,2.227508831882473e-08,2.227508831882473e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.29,0.028999999999999998,0.012991378305747934,2.2327765726965267e-08,2.232776572696527e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.3,0.03,0.012875269721760221,2.2379746940404097e-08,2.23797469404041e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.31,0.031,0.012760832481478364,2.24310416588023e-08,2.24310416588023e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.32,0.032,0.012648039204688733,2.2481659484616662e-08,2.2481659484616662e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.33,0.033,0.012536862945884313,2.2531609921526835e-08,2.2531609921526835e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.34,0.034,0.01242727719018496,2.2580902373045354e-08,2.2580902373045354e-09,True
xyce,v100_t050_r0125,0.1,0.05,0.5,0.125,0.35000000000000003,0.035,0.012319255849088578,2.262954614129952e-08,2.2629546141299523e-09,True
