state_id,state_label,mesh_level,stage_id,vgs_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,11,6,7,8,0.0,3.225e-06,2.5e-05,3.225e-06,0.0,3.3e-06,8.333333333333334e-06,3.25e-06,0.08333333333333334,32.5,-22.48114952406638,-22.481149524062577,-22.481149524062577,3.804219004245579e-12,0.0,0.0,-22.48114952406384,1.268073001415193e-12,22.48114952406384,22.48114952406384,22.48114952406638,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,12,7,8,9,2.5e-05,3.225e-06,0.0,3.3e-06,2.5e-05,3.3e-06,1.6666666666666667e-05,3.275e-06,0.16666666666666669,32.75,-21.285398787052777,-21.285398787052777,-22.476047411519367,0.5100555578753916,0.5100555578753916,1.7007041823419826,-21.68228166187497,0.9069384326975886,21.701241332826644,21.70777254529226,22.54029950911704,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,13,7,9,45,2.5e-05,3.225e-06,2.5e-05,3.3e-06,5e-05,3.225e-06,3.3333333333333335e-05,3.25e-06,0.33333333333333337,32.5,-37.07438317511258,-42.557804344108284,-42.557804344108284,-4.973365611120315,0.5100555578753916,0.5100555578753916,-40.72999728777638,-1.3177514984565104,40.75130854431494,40.84273163414697,42.56086074392201,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,14,7,44,45,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,5e-05,3.225e-06,4.1666666666666665e-05,3.2e-06,0.41666666666666663,32.0,-42.557804344108284,-42.557804344108284,-49.63504126452197,-0.0007087721531580011,-0.0007087721531580011,7.076528148260538,-44.91688331757951,2.358370201318074,44.97875406201819,45.08418894810901,50.13695814430631,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,15,8,9,10,0.0,3.3e-06,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,8.333333333333334e-06,3.325e-06,0.08333333333333334,33.25,-21.285398787051083,-21.285398787052777,-21.285398787052777,-1.6966675074801043e-12,0.0,0.0,-21.285398787052213,-5.655558358267015e-13,21.285398787052213,21.285398787052213,21.285398787052777,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,16,9,10,11,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,1.6666666666666667e-05,3.35e-06,0.16666666666666669,33.5,-20.256686776812302,-20.256686776812302,-21.280695806927163,0.5436510111893919,0.5436510111893919,1.5676600413042523,-20.59802312018392,0.884987354561012,20.617025951319075,20.622106885763497,21.338359169159876,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,17,9,11,46,2.5e-05,3.3e-06,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,3.3333333333333335e-05,3.325e-06,0.33333333333333337,33.25,-28.834125186956964,-32.483883242481234,-32.483883242481234,-3.1061070443348804,0.5436510111893919,0.5436510111893919,-31.267297223973145,-0.6729350073186989,31.2745378417708,31.325935694206862,32.48843220183332,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,18,9,45,46,2.5e-05,3.3e-06,5e-05,3.225e-06,5e-05,3.3e-06,4.1666666666666665e-05,3.275e-06,0.41666666666666663,32.75,-32.483883242481234,-32.483883242481234,-37.04577943402582,-0.000681440412022469,-0.000681440412022469,4.561214751132565,-34.00451530632943,1.5199506234361733,34.03846810765838,34.09776221379536,37.32552014212849,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,19,10,11,12,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,8.333333333333334e-06,3.4e-06,0.08333333333333334,34.0,-20.256686776816807,-20.256686776812302,-20.256686776812302,4.5020133653595255e-12,0.0,0.0,-20.256686776813805,1.5006711217865085e-12,20.256686776813805,20.256686776813805,20.256686776816807,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,20,11,12,13,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,2.5e-05,3.45e-06,1.6666666666666667e-05,3.4250000000000002e-06,0.16666666666666669,34.25,-19.3596539660508,-19.3596539660508,-20.25232876130744,0.5599970412027738,0.5599970412027738,1.4526718364594147,-19.657212231136345,0.8575553062883209,19.675908970191937,19.679954671044626,20.304361002516746,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,21,11,13,47,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-23.15560984414602,-25.70536332699495,-25.70536332699495,-1.9897564416461555,0.5599970412027738,0.5599970412027738,-24.855445499378636,-0.28992078641353597,24.857136299963766,24.88795571473767,25.711462433299523,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,22,11,46,47,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-25.70536332699495,-25.70536332699495,-28.815478394709615,-0.0006246962674090258,-0.0006246962674090258,3.109490371447256,-26.742068349566505,1.036080326304146,26.762131493127395,26.797830892457274,28.982766008200457,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-19.35965396605147,-19.3596539660508,-19.3596539660508,6.6945753426668e-13,0.0,0.0,-19.359653966051024,2.2315251142222665e-13,19.359653966051024,19.359653966051024,19.35965396605147,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-18.56929896494767,-18.56929896494767,-19.355600946786893,0.5647044396874005,0.5647044396874005,1.3510064215266202,-18.831399625560746,0.8268051003004736,18.84954160003506,18.85282008866462,19.402693275992995,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,25,13,15,48,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-19.078519206146225,-20.92878689397722,-20.92878689397722,-1.2855632481435952,0.5647044396874005,0.5647044396874005,-20.312030998033556,-0.05205145625626476,20.31209769125716,20.331530176128012,20.936403988214295,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,26,13,47,48,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,5e-05,3.45e-06,4.1666666666666665e-05,3.4250000000000002e-06,0.41666666666666663,34.25,-20.92878689397722,-20.92878689397722,-23.142999611534126,-0.0005582885707703749,-0.0005582885707703749,2.2136544289861333,-21.666857799829526,0.7375126172815308,21.679406167574864,21.702067217921414,23.248627850917106,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
